oln_id_a	oln_id_b	score	edge_type
YGL035C	YDR477W	31.495818	kinase->target_protein
YLR079W	YBR160W	30.1214	kinase->target_protein
YBR156C	YPL209C	29.349988	kinase->target_protein
YJL187C	YBR160W	28.11273	kinase->target_protein
YJL187C	YMR001C	26.06954	kinase->target_protein
YPL140C	YHR030C	26.05867	kinase->target_protein
YLL043W	YLR113W	25.460711	kinase->target_protein
YGR233C	YPL031C	25.26655	kinase->target_protein
YLR248W	YLR113W	25.24034	kinase->target_protein
YOL001W	YPL031C	25.097291	kinase->target_protein
YFR034C	YPL031C	25.09087	kinase->target_protein
YDR477W	YER129W	24.661471	kinase->target_protein
YMR001C	YBR160W	24.61984	kinase->target_protein
YIR006C	YIL095W	24.51295	kinase->target_protein
YJR053W	YOR233W	24.45886	kinase->target_protein
YAR007C	YBR136W	24.36728	kinase->target_protein
YBR133C	YKL101W	23.130898	kinase->target_protein
YOR083W	YBR160W	22.94789	kinase->target_protein
YDR130C	YBR160W	22.45656	kinase->target_protein
YBR160W	YJL187C	22.30999	kinase->target_protein
YDL101C	YPL153C	22.07846	kinase->target_protein
YGL180W	YKL166C	21.8142	kinase->target_protein
YJL076W	YBR160W	21.77112	kinase->target_protein
YDL003W	YMR001C	21.62542	kinase->target_protein
YGL003C	YBR160W	21.47664	kinase->target_protein
YKL042W	YDL028C	21.38436	kinase->target_protein
YBL007C	YIL095W	21.161866	kinase->target_protein
YDR388W	YPL031C	21.059121	kinase->target_protein
YLR006C	YDL235C	20.985858	kinase->target_protein
YNL161W	YHR102W	20.95121	kinase->target_protein
YHR164C	YBR160W	20.89848	kinase->target_protein
YFL033C	YHR205W	20.687081	kinase->target_protein
YGL180W	YPL203W	20.609	kinase->target_protein
YGL180W	YJL164C	20.609	kinase->target_protein
YER174C	YGR262C	20.59573	kinase->target_protein
YMR165C	YPL031C	20.49724	kinase->target_protein
YGR086C	YDR490C	20.47447	kinase->target_protein
YPL269W	YBR160W	20.44135	kinase->target_protein
YDR293C	YNL161W	20.2712482	kinase->target_protein
YOR372C	YBR160W	20.24557	kinase->target_protein
YNL025C	YHR030C	20.14043	kinase->target_protein
YDR379W	YBR160W	20.12555	kinase->target_protein
YER161C	YIL035C	20.06734	kinase->target_protein
YER161C	YOR061W	20.06734	kinase->target_protein
YBR182C	YLR113W	19.82056	kinase->target_protein
YOR231W	YHR030C	19.742259	kinase->target_protein
YNL068C	YBR160W	19.71376	kinase->target_protein
YPL153C	YMR001C	19.5563	kinase->target_protein
YAL040C	YBR160W	19.51376	kinase->target_protein
YPL089C	YHR030C	19.488161	kinase->target_protein
YDR113C	YBR160W	19.46792	kinase->target_protein
YPL124W	YDL028C	19.4008	kinase->target_protein
YBR160W	YFL029C	19.34162	kinase->target_protein
YML058W	YDL101C	19.22809	kinase->target_protein
YDR217C	YBR160W	18.96436	kinase->target_protein
YGR092W	YAR019C	18.787011	kinase->target_protein
YDL140C	YDL108W	18.74789	kinase->target_protein
YBR200W	YBR160W	18.49026	kinase->target_protein
YGR113W	YPL209C	18.4882	kinase->target_protein
YGR086C	YOL100W	18.46091	kinase->target_protein
YIL033C	YPL203W	18.3802382	kinase->target_protein
YDR507C	YKL048C	18.23469	kinase->target_protein
YKR038C	YGR262C	18.179821	kinase->target_protein
YDR217C	YPL153C	18.161009	kinase->target_protein
YOR026W	YGR188C	18.101528	kinase->target_protein
YPR181C	YPL204W	18.06819	kinase->target_protein
YDR028C	YDR477W	18.030728	kinase->target_protein
YER151C	YLR113W	17.99822	kinase->target_protein
YBL032W	YHR135C	17.98082	kinase->target_protein
YFL033C	YPL031C	17.97012	kinase->target_protein
YJL141C	YJL164C	17.95163	kinase->target_protein
YDR379W	YPL031C	17.92974	kinase->target_protein
YPL248C	YPL042C	17.89273	kinase->target_protein
YER027C	YDR477W	17.892051	kinase->target_protein
YPR054W	YFL029C	17.838139	kinase->target_protein
YLR113W	YJL128C	17.750644	kinase->target_protein
YGL093W	YDL028C	17.75056	kinase->target_protein
YDL225W	YBR160W	17.591879	kinase->target_protein
YGR270W	YBR160W	17.58519	kinase->target_protein
YKL108W	YBR160W	17.50143	kinase->target_protein
YNL027W	YPL204W	17.4508882	kinase->target_protein
YDR432W	YMR216C	17.44006	kinase->target_protein
YEL032W	YBR160W	17.32381	kinase->target_protein
YDL140C	YPL042C	17.314761	kinase->target_protein
YER118C	YJL128C	17.142651	kinase->target_protein
YDL225W	YDR507C	17.129871	kinase->target_protein
YKL022C	YBR160W	17.07946	kinase->target_protein
YML027W	YBR160W	17.05981	kinase->target_protein
YLR131C	YNL161W	17.048871	kinase->target_protein
YHR118C	YBR160W	17.01601	kinase->target_protein
YPL209C	YBR160W	16.9508	kinase->target_protein
YJL187C	YNL298W	16.81209	kinase->target_protein
YNL167C	YLR113W	16.63632	kinase->target_protein
YPL267W	YBR160W	16.43889	kinase->target_protein
YCL063W	YBR160W	16.43889	kinase->target_protein
YDL140C	YPR161C	16.43111	kinase->target_protein
YDR422C	YDR477W	16.410759	kinase->target_protein
YNL233W	YPL031C	16.37859	kinase->target_protein
YNL027W	YJL164C	16.35767	kinase->target_protein
YLR258W	YPL031C	16.30041	kinase->target_protein
YMR165C	YBR160W	16.24634	kinase->target_protein
YDR082W	YBR160W	16.21522	kinase->target_protein
YNL053W	YHR030C	16.191691	kinase->target_protein
YJL076W	YMR001C	16.17937	kinase->target_protein
YLR079W	YOR061W	16.06096	kinase->target_protein
YIL033C	YJL164C	16.028331	kinase->target_protein
YKL052C	YBR160W	15.98824	kinase->target_protein
YJR094C	YMR139W	15.95043	kinase->target_protein
YIL106W	YGR092W	15.874691	kinase->target_protein
YHR084W	YPL042C	15.7756	kinase->target_protein
YBL016W	YDL159W	15.767271	kinase->target_protein
YDR507C	YBR160W	15.75296	kinase->target_protein
YBL084C	YBR160W	15.72524	kinase->target_protein
YMR186W	YJL187C	15.72524	kinase->target_protein
YER111C	YHR030C	15.70499	kinase->target_protein
YGL116W	YJL164C	15.68144	kinase->target_protein
YGL116W	YPL203W	15.68144	kinase->target_protein
YOR066W	YLR113W	15.68144	kinase->target_protein
YNR052C	YJL141C	15.68144	kinase->target_protein
YLR442C	YHR030C	15.68144	kinase->target_protein
YLR182W	YPL153C	15.68144	kinase->target_protein
YJL194W	YBR160W	15.67382	kinase->target_protein
YHR071W	YPL031C	15.65317	kinase->target_protein
YJL157C	YBR160W	15.61826	kinase->target_protein
YGL208W	YDR477W	15.585361	kinase->target_protein
YPR007C	YMR001C	15.57302	kinase->target_protein
YPL004C	YOL100W	15.5213682	kinase->target_protein
YOR140W	YPL203W	15.51854	kinase->target_protein
YPL004C	YDR490C	15.48256	kinase->target_protein
YDR356W	YDL028C	15.47758	kinase->target_protein
YPR185W	YJR066W	15.469971	kinase->target_protein
YPL153C	YBR160W	15.45787	kinase->target_protein
YCR065W	YBR160W	15.45337	kinase->target_protein
YJL095W	YBL105C	15.35908	kinase->target_protein
YLR113W	YLR248W	15.24319	kinase->target_protein
YOR058C	YPL209C	15.232477	kinase->target_protein
YJL128C	YNR031C	15.159546	kinase->target_protein
YIL033C	YKL166C	15.088061	kinase->target_protein
YHR107C	YNL298W	15.07811	kinase->target_protein
YCL061C	YLR113W	15.07689	kinase->target_protein
YBR200W	YNL298W	15.040579	kinase->target_protein
YLR263W	YOR351C	15.035491	kinase->target_protein
YJL128C	YLR113W	14.897494	kinase->target_protein
YLR423C	YGL180W	14.890528	kinase->target_protein
YJL164C	YDR490C	14.80638	kinase->target_protein
YPR185W	YKL203C	14.79153	kinase->target_protein
YCR088W	YIL095W	14.767066	kinase->target_protein
YKL139W	YFL029C	14.766508	kinase->target_protein
YMR190C	YBR136W	14.76268	kinase->target_protein
YDL225W	YPL031C	14.74303	kinase->target_protein
YKL101W	YLR113W	14.58691	kinase->target_protein
YKL126W	YDR490C	14.550451	kinase->target_protein
YMR032W	YGR092W	14.530737	kinase->target_protein
YJL106W	YFL029C	14.471	kinase->target_protein
YAL047C	YMR001C	14.44826	kinase->target_protein
YCR002C	YNL298W	14.44745	kinase->target_protein
YBR083W	YBL016W	14.41224	kinase->target_protein
YKL038W	YKL166C	14.36334	kinase->target_protein
YGL003C	YMR001C	14.31954	kinase->target_protein
YOR057W	YIL035C	14.31954	kinase->target_protein
YDR113C	YBR274W	14.3164	kinase->target_protein
YPL153C	YDL101C	14.28604	kinase->target_protein
YER040W	YDR477W	14.24787	kinase->target_protein
YBL078C	YGL180W	14.229389	kinase->target_protein
YDL220C	YBR136W	14.18732	kinase->target_protein
YGL175C	YBR160W	14.18732	kinase->target_protein
YDL005C	YPL042C	14.17775	kinase->target_protein
YHR030C	YJL095W	14.140554	kinase->target_protein
YKL126W	YNR047W	14.086901	kinase->target_protein
YCL032W	YLR113W	14.079221	kinase->target_protein
YLR079W	YJL106W	14.07717	kinase->target_protein
YHR030C	YPL140C	14.02986	kinase->target_protein
YBL085W	YBR160W	13.99039	kinase->target_protein
YLR182W	YHR030C	13.965521	kinase->target_protein
YLR006C	YNR031C	13.860376	kinase->target_protein
YPL203W	YDR490C	13.82086	kinase->target_protein
YER027C	YER129W	13.81028	kinase->target_protein
YCL011C	YMR216C	13.81028	kinase->target_protein
YLR183C	YBR160W	13.74708	kinase->target_protein
YDL220C	YBR160W	13.702031	kinase->target_protein
YJR094C	YJL106W	13.6945	kinase->target_protein
YKL042W	YBR160W	13.67879	kinase->target_protein
YDL108W	YFL029C	13.66815	kinase->target_protein
YDR103W	YBR160W	13.653	kinase->target_protein
YHR206W	YDL235C	13.63168	kinase->target_protein
YML010W	YPR161C	13.62435	kinase->target_protein
YAL038W	YNL307C	13.61485	kinase->target_protein
YKL166C	YDR490C	13.5732	kinase->target_protein
YGR108W	YBR160W	13.48967	kinase->target_protein
YFL034C-B	YNL161W	13.470831	kinase->target_protein
YIL072W	YOR351C	13.43612	kinase->target_protein
YHR166C	YBR160W	13.42997	kinase->target_protein
YMR199W	YBR160W	13.4191251	kinase->target_protein
YPL155C	YNL307C	13.40846	kinase->target_protein
YJL013C	YPL209C	13.40846	kinase->target_protein
YOR174W	YDL108W	13.40846	kinase->target_protein
YJR007W	YDR283C	13.40846	kinase->target_protein
YAL024C	YBR160W	13.34528	kinase->target_protein
YDR080W	YER123W	13.315032	kinase->target_protein
YJL089W	YDR477W	13.29592	kinase->target_protein
YOR119C	YOR061W	13.27391	kinase->target_protein
YLR371W	YHR030C	13.25498	kinase->target_protein
YLR079W	YIL035C	13.2542	kinase->target_protein
YIL033C	YNL307C	13.18505	kinase->target_protein
YDL017W	YBR160W	13.17261	kinase->target_protein
YGR262C	YHR205W	13.12881	kinase->target_protein
YPL153C	YBR136W	13.122551	kinase->target_protein
YDL235C	YIL147C	13.102481	kinase->target_protein
YOR257W	YDL028C	13.0688	kinase->target_protein
YGL073W	YDR477W	13.04496	kinase->target_protein
YCL051W	YBR160W	13.02758	kinase->target_protein
YJL157C	YBL016W	12.9966	kinase->target_protein
YKL189W	YHR102W	12.98992	kinase->target_protein
YPR119W	YBR160W	12.9533	kinase->target_protein
YDR001C	YJL164C	12.94377	kinase->target_protein
YMR032W	YMR001C	12.927257	kinase->target_protein
YPL240C	YJL187C	12.91292	kinase->target_protein
YLR310C	YJL164C	12.87298	kinase->target_protein
YLR113W	YNR031C	12.871176	kinase->target_protein
YOR372C	YMR001C	12.8331	kinase->target_protein
YPR049C	YGL180W	12.831698	kinase->target_protein
YCR014C	YBL088C	12.80391	kinase->target_protein
YJR021C	YBR160W	12.80391	kinase->target_protein
YOR329C	YBR059C	12.75622	kinase->target_protein
YBR135W	YBR160W	12.69213	kinase->target_protein
YER028C	YDR477W	12.63867	kinase->target_protein
YFL029C	YBR160W	12.61758	kinase->target_protein
YOR220W	YHR030C	12.56357	kinase->target_protein
YGL115W	YDR477W	12.552889	kinase->target_protein
YJL095W	YHR030C	12.534114	kinase->target_protein
YNR047W	YKL126W	12.496831	kinase->target_protein
YDR451C	YBR160W	12.42294	kinase->target_protein
YDR043C	YIL035C	12.41982	kinase->target_protein
YFR028C	YMR001C	12.40462	kinase->target_protein
YDR207C	YMR139W	12.39606	kinase->target_protein
YAL041W	YNL298W	12.38311	kinase->target_protein
YAL005C	YBR160W	12.37914	kinase->target_protein
YJR053W	YMR001C	12.37146	kinase->target_protein
YKL043W	YPL042C	12.34312	kinase->target_protein
YJL005W	YDR477W	12.3402	kinase->target_protein
YDR477W	YKL048C	12.30074	kinase->target_protein
YDR146C	YBR160W	12.27994	kinase->target_protein
YLR138W	YLR113W	12.27013	kinase->target_protein
YCL061C	YPL153C	12.254809	kinase->target_protein
YNL309W	YBR160W	12.23614	kinase->target_protein
YEL009C	YPL031C	12.21773	kinase->target_protein
YHR205W	YDR490C	12.179218	kinase->target_protein
YIL129C	YNL161W	12.17509	kinase->target_protein
YHR154W	YBR136W	12.167671	kinase->target_protein
YKL160W	YIL035C	12.16233	kinase->target_protein
YGR092W	YMR001C	12.110047	kinase->target_protein
YLR425W	YBR160W	12.09684	kinase->target_protein
YDR496C	YIL035C	12.09546	kinase->target_protein
YHR030C	YLR113W	12.063801	kinase->target_protein
YER088C	YHR205W	12.04656	kinase->target_protein
YLR079W	YLR113W	12.04656	kinase->target_protein
YBL054W	YHR205W	12.04656	kinase->target_protein
YPR161C	YFL029C	12.02251	kinase->target_protein
YHR030C	YOR231W	12.000169	kinase->target_protein
YHR005C	YKL048C	11.99962	kinase->target_protein
YDR356W	YBR160W	11.87327	kinase->target_protein
YNR031C	YJL128C	11.846816	kinase->target_protein
YHR107C	YDR507C	11.82094	kinase->target_protein
YOR373W	YAR019C	11.81839	kinase->target_protein
YNL271C	YBL016W	11.784521	kinase->target_protein
YLR182W	YBR160W	11.73884	kinase->target_protein
YPR025C	YDL108W	11.68376	kinase->target_protein
YER177W	YJL164C	11.65656	kinase->target_protein
YJR076C	YNL298W	11.648541	kinase->target_protein
YDR052C	YMR001C	11.62009	kinase->target_protein
YML074C	YOR061W	11.60359	kinase->target_protein
YGL090W	YBR160W	11.60359	kinase->target_protein
YOR329C	YIL095W	11.55102	kinase->target_protein
YFR046C	YDL028C	11.5373	kinase->target_protein
YNL289W	YPL031C	11.53474	kinase->target_protein
YCR088W	YNL020C	11.500107	kinase->target_protein
YBR133C	YJL187C	11.499311	kinase->target_protein
YDL159W	YBL016W	11.491821	kinase->target_protein
YBL097W	YMR001C	11.48923	kinase->target_protein
YDR325W	YMR001C	11.48923	kinase->target_protein
YLR272C	YMR001C	11.48923	kinase->target_protein
YER089C	YPL153C	11.47584	kinase->target_protein
YLR079W	YPL031C	11.45135	kinase->target_protein
YLR229C	YNL298W	11.450471	kinase->target_protein
YBR060C	YBR160W	11.4303	kinase->target_protein
YKR089C	YBR160W	11.4303	kinase->target_protein
YDR477W	YGL179C	11.387691	kinase->target_protein
YNL312W	YJL106W	11.38022	kinase->target_protein
YMR153W	YPL204W	11.28461	kinase->target_protein
YJL187C	YKL101W	11.279901	kinase->target_protein
YCL032W	YLR362W	11.277021	kinase->target_protein
YPL256C	YBR160W	11.2552151	kinase->target_protein
YPL124W	YBR160W	11.2519	kinase->target_protein
YJL128C	YLR362W	11.236101	kinase->target_protein
YDR052C	YDL017W	11.22802	kinase->target_protein
YMR311C	YPL031C	11.22392	kinase->target_protein
YOR233W	YKL048C	11.20466	kinase->target_protein
YNL076W	YJR066W	11.12785	kinase->target_protein
YJL164C	YJL164C	11.05559	kinase->target_protein
YPR185W	YGL180W	11.019071	kinase->target_protein
YFR027W	YBR160W	10.99968	kinase->target_protein
YER111C	YBR160W	10.97326	kinase->target_protein
YJL141C	YPL203W	10.95324	kinase->target_protein
YPR165W	YBL105C	10.952421	kinase->target_protein
YNL272C	YNL161W	10.86575	kinase->target_protein
YOR018W	YDR477W	10.855189	kinase->target_protein
YGL113W	YBR160W	10.85494	kinase->target_protein
YIR006C	YNL020C	10.84257	kinase->target_protein
YER114C	YBR160W	10.80275	kinase->target_protein
YMR001C	YJL187C	10.79345	kinase->target_protein
YGL134W	YPL031C	10.78502	kinase->target_protein
YIL050W	YPL031C	10.78502	kinase->target_protein
YBR038W	YGR092W	10.74784	kinase->target_protein
YKL143W	YPL204W	10.73356	kinase->target_protein
YKL089W	YOR061W	10.69771	kinase->target_protein
YBL007C	YNL020C	10.684257	kinase->target_protein
YHR124W	YJL106W	10.56971	kinase->target_protein
YKL185W	YPL031C	10.53207	kinase->target_protein
YDL161W	YIL095W	10.531167	kinase->target_protein
YOR195W	YMR001C	10.52591	kinase->target_protein
YER106W	YPL204W	10.52181	kinase->target_protein
YHL027W	YPL031C	10.500171	kinase->target_protein
YFL033C	YJL164C	10.494735	kinase->target_protein
YOR276W	YHR030C	10.49445	kinase->target_protein
YMR104C	YKL203C	10.48989	kinase->target_protein
YGL175C	YMR001C	10.39877	kinase->target_protein
YMR109W	YMR104C	10.39614	kinase->target_protein
YNL025C	YPL042C	10.334146	kinase->target_protein
YJL128C	YLR248W	10.30234	kinase->target_protein
YLR335W	YLR113W	10.27108	kinase->target_protein
YPR016C	YPL204W	10.27108	kinase->target_protein
YDR103W	YBL016W	10.249121	kinase->target_protein
YDR146C	YPL031C	10.24261	kinase->target_protein
YPR120C	YBR160W	10.222389	kinase->target_protein
YMR055C	YMR001C	10.20503	kinase->target_protein
YNL225C	YBR160W	10.074369	kinase->target_protein
YDR309C	YNL298W	10.06698	kinase->target_protein
YFR028C	YBR160W	10.05406	kinase->target_protein
YDL140C	YBR160W	10.05154	kinase->target_protein
YKL126W	YKL203C	10.041187	kinase->target_protein
YLR384C	YPL204W	10.041	kinase->target_protein
YBL063W	YBR160W	10.02634	kinase->target_protein
YNL183C	YNL183C	10.02634	kinase->target_protein
YDR496C	YOR061W	10.02634	kinase->target_protein
YGL163C	YOR351C	10.02634	kinase->target_protein
YGL123W	YKL139W	10.02634	kinase->target_protein
YIL106W	YDL028C	10.02616	kinase->target_protein
YGR270W	YIL035C	10.00885	kinase->target_protein
YGR270W	YOR061W	10.00885	kinase->target_protein
YDR054C	YHR205W	9.99715	kinase->target_protein
YDR076W	YBR136W	9.99715	kinase->target_protein
YOR254C	YIL035C	9.99715	kinase->target_protein
YLR452C	YBL016W	9.99715	kinase->target_protein
YMR172W	YLR113W	9.841401	kinase->target_protein
YGR188C	YBR160W	9.779549	kinase->target_protein
YHR082C	YJR066W	9.77363	kinase->target_protein
YGR092W	YBR160W	9.772939	kinase->target_protein
YPR175W	YBR160W	9.72528	kinase->target_protein
YLR226W	YPR161C	9.68129	kinase->target_protein
YIL144W	YDL028C	9.66839	kinase->target_protein
YMR036C	YBL105C	9.64658	kinase->target_protein
YNL197C	YJL164C	9.64546	kinase->target_protein
YBL105C	YOL100W	9.610251	kinase->target_protein
YOL100W	YBL105C	9.610251	kinase->target_protein
YGR009C	YDR122W	9.57832	kinase->target_protein
YER020W	YJL106W	9.57068	kinase->target_protein
YGR188C	YDL028C	9.56951	kinase->target_protein
YPR185W	YKL166C	9.548	kinase->target_protein
YPR185W	YPL203W	9.548	kinase->target_protein
YPR185W	YJL164C	9.548	kinase->target_protein
YGL086W	YDL028C	9.548	kinase->target_protein
YMR037C	YPL042C	9.548	kinase->target_protein
YBR260C	YPL209C	9.548	kinase->target_protein
YIL105C	YKL203C	9.548	kinase->target_protein
YDL140C	YKL139W	9.50161	kinase->target_protein
YHL007C	YHL007C	9.50161	kinase->target_protein
YIL033C	YOL128C	9.47108	kinase->target_protein
YFR046C	YPL209C	9.46818	kinase->target_protein
YMR232W	YNL298W	9.46818	kinase->target_protein
YJL006C	YKL139W	9.449901	kinase->target_protein
YBL105C	YHR030C	9.43121	kinase->target_protein
YHR030C	YBL105C	9.43121	kinase->target_protein
YDR443C	YJL164C	9.42179	kinase->target_protein
YOR353C	YHR102W	9.36272	kinase->target_protein
YDR223W	YJL141C	9.330399	kinase->target_protein
YDR216W	YDR477W	9.30639	kinase->target_protein
YLR210W	YBR160W	9.26796	kinase->target_protein
YGR097W	YLR113W	9.2612	kinase->target_protein
YLR133W	YJL164C	9.2178	kinase->target_protein
YJR072C	YPL031C	9.2178	kinase->target_protein
YFR046C	YBR160W	9.19631	kinase->target_protein
YGR252W	YDR477W	9.176451	kinase->target_protein
YER088C	YJL164C	9.12174	kinase->target_protein
YOR028C	YPL203W	9.11021	kinase->target_protein
YOR028C	YKL166C	9.11021	kinase->target_protein
YOR028C	YJL164C	9.11021	kinase->target_protein
YJL115W	YPL153C	9.086209	kinase->target_protein
YDR043C	YDR477W	9.06606	kinase->target_protein
YDL155W	YBR160W	9.050359	kinase->target_protein
YDR277C	YHR135C	9.04082	kinase->target_protein
YOR047C	YHR135C	9.04082	kinase->target_protein
YGR040W	YDL159W	9.036571	kinase->target_protein
YNL271C	YIL095W	9.01163	kinase->target_protein
YGL073W	YJL141C	9.01163	kinase->target_protein
YLR265C	YDL101C	9.01163	kinase->target_protein
YHR005C	YER129W	8.96783	kinase->target_protein
YER148W	YOR061W	8.96783	kinase->target_protein
YDR168W	YOR061W	8.960561	kinase->target_protein
YFL033C	YJR066W	8.921265	kinase->target_protein
YER177W	YPL204W	8.88801	kinase->target_protein
YKL160W	YOR061W	8.88801	kinase->target_protein
YDR346C	YOR061W	8.88801	kinase->target_protein
YDR346C	YIL035C	8.88801	kinase->target_protein
YOR083W	YLR113W	8.88801	kinase->target_protein
YGL175C	YBR136W	8.84284	kinase->target_protein
YER118C	YLR113W	8.826091	kinase->target_protein
YNL031C	YPL153C	8.78142	kinase->target_protein
YIL113W	YHR030C	8.77146	kinase->target_protein
YOL054W	YOR061W	8.76397	kinase->target_protein
YOL083W	YPL204W	8.76397	kinase->target_protein
YDR076W	YPL153C	8.74426	kinase->target_protein
YNL004W	YMR216C	8.68415	kinase->target_protein
YKL089W	YIL035C	8.68415	kinase->target_protein
YER040W	YKL203C	8.671928	kinase->target_protein
YBL023C	YDL017W	8.66444	kinase->target_protein
YHL020C	YBL105C	8.66444	kinase->target_protein
YGL058W	YPR161C	8.66444	kinase->target_protein
YKL038W	YPL203W	8.66444	kinase->target_protein
YKL038W	YJL164C	8.66444	kinase->target_protein
YHR206W	YIL147C	8.66444	kinase->target_protein
YDR310C	YJL106W	8.66444	kinase->target_protein
YML112W	YKL139W	8.629451	kinase->target_protein
YJR060W	YAL017W	8.62859	kinase->target_protein
YLR212C	YBR160W	8.62859	kinase->target_protein
YKL112W	YOR061W	8.6175	kinase->target_protein
YKL112W	YIL035C	8.6175	kinase->target_protein
YJR093C	YIL035C	8.6175	kinase->target_protein
YJR093C	YOR061W	8.6175	kinase->target_protein
YPR019W	YDL017W	8.6175	kinase->target_protein
YDR490C	YJL164C	8.6175	kinase->target_protein
YJL187C	YKL048C	8.598759	kinase->target_protein
YLR314C	YDR507C	8.58502	kinase->target_protein
YJL026W	YDL101C	8.58124	kinase->target_protein
YOR047C	YDR477W	8.57473	kinase->target_protein
YER016W	YPL209C	8.562177	kinase->target_protein
YBR023C	YBL105C	8.55205	kinase->target_protein
YPL133C	YDR477W	8.5493482	kinase->target_protein
YDR162C	YJL128C	8.537728	kinase->target_protein
YCL051W	YNL161W	8.51837	kinase->target_protein
YDL127W	YPL031C	8.51204	kinase->target_protein
YER059W	YPL031C	8.51204	kinase->target_protein
YDL179W	YPL031C	8.51204	kinase->target_protein
YLR425W	YMR001C	8.50825	kinase->target_protein
YOR208W	YLR113W	8.463911	kinase->target_protein
YER075C	YLR113W	8.463911	kinase->target_protein
YJL187C	YLR113W	8.429461	kinase->target_protein
YPL031C	YFL033C	8.42212	kinase->target_protein
YKR048C	YDR507C	8.388321	kinase->target_protein
YPL155C	YBR160W	8.35672	kinase->target_protein
YHL007C	YBR160W	8.30129	kinase->target_protein
YPL089C	YJL095W	8.297301	kinase->target_protein
YLR006C	YIL147C	8.27444	kinase->target_protein
YIL033C	YDL079C	8.26588	kinase->target_protein
YOR373W	YMR001C	8.25293	kinase->target_protein
YKL048C	YBR160W	8.230019	kinase->target_protein
YLR314C	YBR160W	8.22147	kinase->target_protein
YOR372C	YPL153C	8.1765	kinase->target_protein
YGL008C	YJR059W	8.17311	kinase->target_protein
YDR169C	YHR205W	8.1689	kinase->target_protein
YDR217C	YBR136W	8.16882	kinase->target_protein
YDL159W	YGR040W	8.143241	kinase->target_protein
YDR460W	YDL108W	8.12321	kinase->target_protein
YFR021W	YGL180W	8.08852	kinase->target_protein
YJL089W	YPL042C	8.08199	kinase->target_protein
YGL035C	YBL105C	8.081521	kinase->target_protein
YOR189W	YBL088C	8.07792	kinase->target_protein
YOR189W	YBR136W	8.07792	kinase->target_protein
YER169W	YPL153C	8.07792	kinase->target_protein
YGL158W	YLR113W	8.06765	kinase->target_protein
YCL024W	YKL048C	8.04907	kinase->target_protein
YDR309C	YBR160W	8.01899	kinase->target_protein
YIL031W	YBR160W	8.01899	kinase->target_protein
YOR032C	YPL031C	8.0126	kinase->target_protein
YHR042W	YPL031C	8.0126	kinase->target_protein
YKL035W	YOL045W	8.0098	kinase->target_protein
YLR258W	YDR477W	8.00324	kinase->target_protein
YFR029W	YHR135C	7.99863	kinase->target_protein
YER109C	YPL203W	7.976141	kinase->target_protein
YPR007C	YPL204W	7.97188	kinase->target_protein
YGR113W	YDL028C	7.96925	kinase->target_protein
YKL185W	YBR160W	7.9496	kinase->target_protein
YER032W	YBR160W	7.9496	kinase->target_protein
YMR036C	YBR160W	7.9496	kinase->target_protein
YOR083W	YPL031C	7.93721	kinase->target_protein
YML064C	YAR019C	7.932841	kinase->target_protein
YDR022C	YGL180W	7.910337	kinase->target_protein
YEL009C	YPL042C	7.90249	kinase->target_protein
YNL167C	YHR205W	7.90249	kinase->target_protein
YHR061C	YNL298W	7.892271	kinase->target_protein
YHR005C	YBL016W	7.88294	kinase->target_protein
YCL061C	YBR136W	7.860319	kinase->target_protein
YOL136C	YDR477W	7.84115	kinase->target_protein
YKL101W	YNL307C	7.839718	kinase->target_protein
YIL107C	YJL164C	7.82023	kinase->target_protein
YER151C	YBL016W	7.82023	kinase->target_protein
YHR030C	YPL153C	7.77615	kinase->target_protein
YOR098C	YLR113W	7.76133	kinase->target_protein
YDL106C	YBR160W	7.75318	kinase->target_protein
YJL187C	YPL153C	7.74831	kinase->target_protein
YDL149W	YGL180W	7.741359	kinase->target_protein
YPR174C	YBR160W	7.731999	kinase->target_protein
YBR247C	YPL204W	7.72422	kinase->target_protein
YNL053W	YBL016W	7.72422	kinase->target_protein
YOR119C	YIL035C	7.72422	kinase->target_protein
YMR037C	YDR477W	7.72396	kinase->target_protein
YMR001C	YPL153C	7.70451	kinase->target_protein
YLR102C	YBR160W	7.69738	kinase->target_protein
YOR039W	YIL035C	7.696139	kinase->target_protein
YBL105C	YJL095W	7.59775	kinase->target_protein
YDR225W	YBR136W	7.57195	kinase->target_protein
YKL101W	YDR507C	7.55615	kinase->target_protein
YNL042W	YBR160W	7.48946	kinase->target_protein
YBL007C	YBR059C	7.48185	kinase->target_protein
YLR113W	YLR362W	7.464191	kinase->target_protein
YJL187C	YDR507C	7.46214	kinase->target_protein
YHR107C	YKL101W	7.447618	kinase->target_protein
YPR165W	YMR001C	7.44291	kinase->target_protein
YDR052C	YPL153C	7.43716	kinase->target_protein
YNL233W	YBR160W	7.41969	kinase->target_protein
YHR161C	YIL095W	7.39541	kinase->target_protein
YPL240C	YHR030C	7.391871	kinase->target_protein
YER022W	YLR113W	7.337321	kinase->target_protein
YKL161C	YHR030C	7.32685	kinase->target_protein
YOR208W	YHR030C	7.317611	kinase->target_protein
YLR362W	YJL128C	7.317611	kinase->target_protein
YCL024W	YDR507C	7.28878	kinase->target_protein
YNL298W	YBR160W	7.28305	kinase->target_protein
YMR055C	YOR233W	7.25698	kinase->target_protein
YMR076C	YMR001C	7.23905	kinase->target_protein
