oln_id_a	oln_id_b	score	edge_type
YLR258W	YNL307C	2.81164	kinase->target_protein
YLR258W	YMR139W	2.81164	kinase->target_protein
YMR290C	YJL164C	2.81164	kinase->target_protein
YDL223C	YKL101W	2.81164	kinase->target_protein
YDL223C	YIL095W	2.81164	kinase->target_protein
YJL033W	YJL164C	2.81164	kinase->target_protein
YLR192C	YJL164C	2.81164	kinase->target_protein
YIL112W	YDR477W	2.81164	kinase->target_protein
YDR171W	YLR248W	2.81164	kinase->target_protein
YOR123C	YFR014C	2.81164	kinase->target_protein
YOR123C	YDR477W	2.81164	kinase->target_protein
YDL131W	YPL031C	2.81164	kinase->target_protein
YBL024W	YBR160W	2.81164	kinase->target_protein
YHR073W	YDR477W	2.81164	kinase->target_protein
YMR165C	YDR477W	2.81164	kinase->target_protein
YDL173W	YBL016W	2.81164	kinase->target_protein
YDL173W	YPL031C	2.81164	kinase->target_protein
YKL116C	YKL116C	2.81164	kinase->target_protein
YMR229C	YKL171W	2.81164	kinase->target_protein
YBR130C	YPL031C	2.81164	kinase->target_protein
YBL061C	YDR477W	2.81164	kinase->target_protein
YBL061C	YJL164C	2.81164	kinase->target_protein
YDR293C	YJR059W	2.81164	kinase->target_protein
YDR312W	YDR477W	2.81164	kinase->target_protein
YGR008C	YGL059W	2.81164	kinase->target_protein
YPR156C	YDR477W	2.81164	kinase->target_protein
YDR120C	YDR477W	2.81164	kinase->target_protein
YIL135C	YBR160W	2.81164	kinase->target_protein
YOR359W	YPL031C	2.81164	kinase->target_protein
YER024W	YDR477W	2.81164	kinase->target_protein
YDL025C	YDR477W	2.81164	kinase->target_protein
YDR239C	YBR160W	2.81164	kinase->target_protein
YFR017C	YKL166C	2.81164	kinase->target_protein
YGR130C	YJL165C	2.81164	kinase->target_protein
YBL007C	YBR160W	2.594039	kinase->target_protein
YMR291W	YBR160W	2.81164	kinase->target_protein
YPL150W	YBR160W	2.81164	kinase->target_protein
YDL203C	YJL095W	2.810815	kinase->target_protein
YBL061C	YJL095W	2.810815	kinase->target_protein
YPL066W	YJL095W	2.810815	kinase->target_protein
YIR010W	YBR160W	2.80676	kinase->target_protein
YHR030C	YBR136W	2.80676	kinase->target_protein
YHR030C	YBL088C	2.80676	kinase->target_protein
YBR109C	YDL028C	2.784207	kinase->target_protein
YGL059W	YIL042C	2.784207	kinase->target_protein
YLR240W	YBR097W	2.784207	kinase->target_protein
YLR360W	YBR097W	2.784207	kinase->target_protein
YLR337C	YNL020C	2.784207	kinase->target_protein
YIL076W	YHR030C	2.77762	kinase->target_protein
YNL233W	YKL101W	2.764497	kinase->target_protein
YJR092W	YNL161W	2.764497	kinase->target_protein
YLL043W	YIL147C	2.764497	kinase->target_protein
YLR093C	YER123W	2.764497	kinase->target_protein
YGL105W	YJL165C	2.76328	kinase->target_protein
YAR019C	YOR233W	2.76328	kinase->target_protein
YPL203W	YPL031C	2.76328	kinase->target_protein
YKR036C	YHR030C	2.75274	kinase->target_protein
YLR314C	YPL031C	2.75274	kinase->target_protein
YPL256C	YJR059W	2.75274	kinase->target_protein
YJR125C	YPL031C	2.75274	kinase->target_protein
YPL242C	YBR160W	2.75274	kinase->target_protein
YHR158C	YNL298W	2.75274	kinase->target_protein
YER120W	YBR160W	2.75274	kinase->target_protein
YML064C	YBR160W	2.75274	kinase->target_protein
YDL224C	YKL139W	2.75274	kinase->target_protein
YFR017C	YNL307C	2.75274	kinase->target_protein
YBR054W	YLR113W	2.75274	kinase->target_protein
YER033C	YBR160W	2.75274	kinase->target_protein
YBR200W	YJL095W	2.74881	kinase->target_protein
YGL190C	YKL101W	2.74881	kinase->target_protein
YDR440W	YJL095W	2.74881	kinase->target_protein
YHR082C	YGR262C	2.74811	kinase->target_protein
YIL106W	YKL139W	2.74811	kinase->target_protein
YHR107C	YKL048C	2.747748	kinase->target_protein
YPL242C	YGR092W	2.747748	kinase->target_protein
YER118C	YIL147C	2.747748	kinase->target_protein
YJR066W	YKL126W	2.747748	kinase->target_protein
YKL126W	YJR066W	2.747748	kinase->target_protein
YBR059C	YIL095W	2.747561	kinase->target_protein
YMR116C	YHR030C	2.747561	kinase->target_protein
YJL209W	YJL095W	2.747561	kinase->target_protein
YNR047W	YCR091W	2.747561	kinase->target_protein
YGR196C	YOR231W	2.747561	kinase->target_protein
YGL173C	YJL095W	2.747561	kinase->target_protein
YCR091W	YNR047W	2.747561	kinase->target_protein
YGR040W	YLR362W	2.747561	kinase->target_protein
YIL095W	YBR059C	2.747561	kinase->target_protein
YBR260C	YPL140C	2.747561	kinase->target_protein
YHR030C	YNR031C	2.747561	kinase->target_protein
YNR031C	YHR030C	2.747561	kinase->target_protein
YLR362W	YGR040W	2.747561	kinase->target_protein
YER155C	YBR160W	2.743059	kinase->target_protein
YLR342W	YDR477W	2.743059	kinase->target_protein
YGR184C	YBR160W	2.743059	kinase->target_protein
YDR138W	YBR136W	2.73729	kinase->target_protein
YLR288C	YBL088C	2.73729	kinase->target_protein
YPL153C	YBL088C	2.73729	kinase->target_protein
YBR234C	YNL020C	2.728647	kinase->target_protein
YBR234C	YIL095W	2.728647	kinase->target_protein
YER114C	YHL007C	2.728647	kinase->target_protein
YIR010W	YGR188C	2.728647	kinase->target_protein
YMR032W	YKL101W	2.728647	kinase->target_protein
YKL190W	YLR113W	2.727851	kinase->target_protein
YMR036C	YHR030C	2.727851	kinase->target_protein
YNL053W	YJL095W	2.727851	kinase->target_protein
YDR162C	YPL140C	2.727851	kinase->target_protein
YHL020C	YHR030C	2.727851	kinase->target_protein
YDL006W	YBL105C	2.727851	kinase->target_protein
YER089C	YLR113W	2.727851	kinase->target_protein
YDL047W	YBL105C	2.727851	kinase->target_protein
YIL147C	YLR113W	2.727851	kinase->target_protein
YCR073C	YLR113W	2.727851	kinase->target_protein
YLR362W	YBL016W	2.727851	kinase->target_protein
YLR362W	YDL159W	2.727851	kinase->target_protein
YOR212W	YGR040W	2.727851	kinase->target_protein
YDL159W	YJL128C	2.727851	kinase->target_protein
YMR022W	YBL105C	2.727851	kinase->target_protein
YNL107W	YLR113W	2.727851	kinase->target_protein
YLR056W	YJL095W	2.709051	kinase->target_protein
YDR028C	YNL154C	2.709051	kinase->target_protein
YHL027W	YJL095W	2.709051	kinase->target_protein
YNL294C	YJL095W	2.709051	kinase->target_protein
YNL294C	YBL105C	2.709051	kinase->target_protein
YBR182C	YHR030C	2.709051	kinase->target_protein
YDR484W	YJL095W	2.709051	kinase->target_protein
YJR043C	YDL101C	2.706954	kinase->target_protein
YJL157C	YNR031C	2.705705	kinase->target_protein
YOR298C-A	YKL198C	2.705705	kinase->target_protein
YNL175C	YDL025C	2.705705	kinase->target_protein
YBL104C	YNL307C	2.705705	kinase->target_protein
YLR229C	YDR507C	2.70438	kinase->target_protein
YMR199W	YBL105C	2.70438	kinase->target_protein
YJR017C	YKL139W	2.70438	kinase->target_protein
YDL134C	YMR001C	2.70438	kinase->target_protein
YDL188C	YMR001C	2.70438	kinase->target_protein
YDR011W	YHR030C	2.70438	kinase->target_protein
YJL129C	YJR059W	2.70438	kinase->target_protein
YKR050W	YJR059W	2.70438	kinase->target_protein
YBL007C	YJL095W	2.700989	kinase->target_protein
YER167W	YHR030C	2.694699	kinase->target_protein
YGL003C	YJL187C	2.694699	kinase->target_protein
YBR274W	YDL101C	2.694699	kinase->target_protein
YDL101C	YBR274W	2.694699	kinase->target_protein
YNL289W	YJL095W	2.694699	kinase->target_protein
YIR008C	YPL153C	2.694699	kinase->target_protein
YNL098C	YHR205W	2.694699	kinase->target_protein
YMR139W	YNL307C	2.694699	kinase->target_protein
YLR079W	YGR092W	2.694699	kinase->target_protein
YJR066W	YFL033C	2.685995	kinase->target_protein
YBR128C	YGL180W	2.674069	kinase->target_protein
YAL021C	YOR061W	2.667195	kinase->target_protein
YKL079W	YJL095W	2.637459	kinase->target_protein
YDR074W	YFL033C	2.606488	kinase->target_protein
YLR337C	YIL095W	2.566606	kinase->target_protein
YNL298W	YPL153C	2.55942	kinase->target_protein
YPR120C	YJL187C	2.55942	kinase->target_protein
YNR013C	YPL031C	2.55942	kinase->target_protein
YNL272C	YJL187C	2.55942	kinase->target_protein
YMR190C	YBR160W	2.55942	kinase->target_protein
YER096W	YPL031C	2.55942	kinase->target_protein
YDR293C	YHR079C	2.55942	kinase->target_protein
YGR284C	YHR079C	2.546896	kinase->target_protein
YDL117W	YGR092W	2.531117	kinase->target_protein
YOR195W	YKL101W	2.530509	kinase->target_protein
YMR273C	YKL101W	2.51025	kinase->target_protein
YAR019C	YBR160W	2.50052	kinase->target_protein
YNL298W	YMR001C	2.50052	kinase->target_protein
YLR210W	YKL048C	2.50052	kinase->target_protein
YPL256C	YNL298W	2.50052	kinase->target_protein
YNL116W	YNL298W	2.50052	kinase->target_protein
YBR260C	YPL031C	2.50052	kinase->target_protein
YMR079W	YNL298W	2.50052	kinase->target_protein
YHL007C	YPL031C	2.50052	kinase->target_protein
YHL007C	YLR113W	2.50052	kinase->target_protein
YDL064W	YMR001C	2.50052	kinase->target_protein
